ID_volume,titolo volume,ID_racconto,titolo racconto,anno,mese,tot caratteri,start_motivo,end_motivo,progresione,motivo_type,modulo_type,
,,S001,Passatempi,1943,4,2158,1,10,1,titolo,,
,,S001,Passatempi,1943,4,2158,11,183,1,incontro di gruppo,,1
,,S001,Passatempi,1943,4,2158,184,295,1,morte,,1
,,S001,Passatempi,1943,4,2158,296,849,1,scommessa,,1
,,S001,Passatempi,1943,4,2158,850,956,1,arrivo/ritorno,,1
,,S001,Passatempi,1943,4,2158,957,1391,1,scommessa,,1
,,S001,Passatempi,1943,4,2158,1392,1635,1,successo,,1
,,S001,Passatempi,1943,4,2158,1636,1971,1,morte,,1
,,S001,Passatempi,1943,4,2158,1972,2158,1,arrivo/ritorno,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,1,25,1,titolo,,
,,S002,Dieci soldi in plastilina,1943,4,4060,26,774,1,situazione,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,775,1246,1,cambiamento,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,1247,1669,1,iniziativa/piano,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,1670,2383,1,smarrimento/dubbio,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,2384,3289,1,illusione/speranza,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,3290,3544,1,angoscia/delusione,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,3545,3912,1,aggressione/scontro,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,3913,4012,1,cambiamento,,1
,,S002,Dieci soldi in plastilina,1943,4,4060,4013,4060,1,situazione,,1
,,S003,Invece era un'altra,1943,4,980,1,19,1,titolo,,
,,S003,Invece era un'altra,1943,4,980,20,382,1,angoscia/delusione,,1
,,S003,Invece era un'altra,1943,4,980,383,619,1,smarrimento/dubbio,,1
,,S003,Invece era un'altra,1943,4,980,620,648,1,angoscia/delusione,,1
,,S003,Invece era un'altra,1943,4,980,649,810,1,smarrimento/dubbio,,1
,,S003,Invece era un'altra,1943,4,980,811,980,1,situazione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,1,19,1,titolo,,
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,20,1524,1,visione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,1525,2152,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,2153,2419,1,visione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,2420,2802,1,riflessione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,2803,3616,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,3617,4206,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,4207,4544,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,4545,5261,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,5262,7024,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,7025,7486,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,7487,8344,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,8345,12073,1,visione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,12074,12483,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,12484,14062,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,14063,15616,1,attesa,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,15617,16703,1,rivelazione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,16704,17984,1,visione,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,17985,18670,1,fuga,,1
V002,Ultimo viene il corvo,S004,Angoscia in caserma,1945,12,19473,18671,19473,1,illusione/speranza,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,1,17,1,titolo,,
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,18,219,1,viaggio,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,220,1636,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,1637,2343,1,riflessione,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,2344,3469,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,3470,4077,1,riflessione,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,4078,4812,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,4813,5315,1,riflessione,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,5316,5498,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,5499,7996,1,riflessione,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,7997,8856,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,8857,9287,1,riflessione,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,9288,9938,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S005,Andato al comando,1946,1,10457,9939,10457,1,morte,,1
V002,Ultimo viene il corvo,S006,Di padre in figlio,1946,4,8291,1,18,1,titolo,,
V002,Ultimo viene il corvo,S006,Di padre in figlio,1946,4,8291,19,1545,1,viaggio,,1
V002,Ultimo viene il corvo,S006,Di padre in figlio,1946,4,8291,1546,2821,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S006,Di padre in figlio,1946,4,8291,2822,3461,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S006,Di padre in figlio,1946,4,8291,3462,3854,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S006,Di padre in figlio,1946,4,8291,3855,5468,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S006,Di padre in figlio,1946,4,8291,5469,7429,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S006,Di padre in figlio,1946,4,8291,7430,8291,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,1,18,1,titolo,,
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,19,1120,1,viaggio,,1
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,1121,3254,1,riflessione,,1
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,3255,3962,1,compito/missione,,1
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,3963,5027,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,5028,5921,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,5922,11719,1,visione,,1
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,11720,12393,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S007,Paura sul sentiero,1946,6,13175,12394,13175,1,successo,,1
,,S008,E il settimo si riposò,1946,6,12526,1,22,1,titolo,,
,,S008,E il settimo si riposò,1946,6,12526,23,689,1,situazione,,1
,,S008,E il settimo si riposò,1946,6,12526,690,1876,1,angoscia/delusione,,1
,,S008,E il settimo si riposò,1946,6,12526,1877,2682,1,incontro maschile,,1
,,S008,E il settimo si riposò,1946,6,12526,2683,3349,1,angoscia/delusione,,1
,,S008,E il settimo si riposò,1946,6,12526,3350,4029,1,illusione/speranza,,1
,,S008,E il settimo si riposò,1946,6,12526,4030,4895,1,incontro maschile,,1
,,S008,E il settimo si riposò,1946,6,12526,4896,5304,1,illusione/speranza,,1
,,S008,E il settimo si riposò,1946,6,12526,5305,6461,1,smarrimento/dubbio,,1
,,S008,E il settimo si riposò,1946,6,12526,6462,7237,1,incontro maschile,,1
,,S008,E il settimo si riposò,1946,6,12526,7238,8370,1,angoscia/delusione,,1
,,S008,E il settimo si riposò,1946,6,12526,8371,8469,1,partenza/sparizione,,1
,,S008,E il settimo si riposò,1946,6,12526,8470,9118,1,incontro di gruppo,,1
,,S008,E il settimo si riposò,1946,6,12526,9119,11031,1,angoscia/delusione,,1
,,S008,E il settimo si riposò,1946,6,12526,11032,12168,1,illusione/speranza,,1
,,S008,E il settimo si riposò,1946,6,12526,12169,12526,1,visione,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,1,16,1,titolo,,
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,17,1304,1,viaggio,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,1305,1515,1,compito/missione,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,1516,4131,1,pausa/sospensione,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,4132,4433,1,incontro maschile,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,4434,4538,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,4539,4784,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,4785,4995,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,4996,5452,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,5453,5632,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,5633,6181,1,partenza/sparizione,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,6182,6969,1,incontro femminile,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,6970,7262,1,incontro maschile,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,7263,7600,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,7601,8078,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,8079,8353,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,8354,8646,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,8647,8850,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S009,Uomo nei gerbidi,1946,6,9042,8851,9042,1,arrivo/ritorno,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,1,13,1,titolo,,
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,14,1197,1,incontro maschile,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,1198,1614,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,1615,2295,1,viaggio,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,2296,3289,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,3290,3720,1,visione,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,3721,4340,1,riflessione,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,4341,4773,1,rivelazione,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,4774,5038,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,5039,5415,1,illusione/speranza,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,5416,6233,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,6234,6707,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,6708,7614,1,rivelazione,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,7615,8860,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,8861,9364,1,illusione/speranza,,1
V002,Ultimo viene il corvo,S010,Campo di mine,1946,8,9702,9365,9702,1,morte,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,1,19,1,titolo,,
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,20,1078,1,incontro maschile,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,1079,2394,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,2395,3130,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,3131,4543,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,4544,5787,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,5788,6558,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,6559,7191,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,7192,8809,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S011,I fratelli Bagnasco,1946,9,9240,8810,9240,1,angoscia/delusione,,1
,,S012,Ragionamento del cugino,1946,9,7484,1,23,1,titolo,,
,,S012,Ragionamento del cugino,1946,9,7484,24,1399,1,angoscia/delusione,,1
,,S012,Ragionamento del cugino,1946,9,7484,1400,2891,1,incontro maschile,,1
,,S012,Ragionamento del cugino,1946,9,7484,2892,3123,1,offerta,,1
,,S012,Ragionamento del cugino,1946,9,7484,3124,3696,1,mistero/assurdità,,1
,,S012,Ragionamento del cugino,1946,9,7484,3697,4164,1,morte,,1
,,S012,Ragionamento del cugino,1946,9,7484,4165,4429,1,rivelazione,,1
,,S012,Ragionamento del cugino,1946,9,7484,4430,6444,1,iniziativa/piano,,1
,,S012,Ragionamento del cugino,1946,9,7484,6445,6943,1,illusione/speranza,,1
,,S012,Ragionamento del cugino,1946,9,7484,6944,7484,1,partenza/sparizione,,1
,,S013,Cinque dopodomani: guerra finita!,1946,11,7282,1,34,1,titolo,,
,,S013,Cinque dopodomani: guerra finita!,1946,11,7282,35,1005,1,angoscia/delusione,,1
,,S013,Cinque dopodomani: guerra finita!,1946,11,7282,1006,2782,1,incontro di gruppo,,1
,,S013,Cinque dopodomani: guerra finita!,1946,11,7282,2783,4371,1,incontro maschile,,1
,,S013,Cinque dopodomani: guerra finita!,1946,11,7282,4372,5449,1,incontro maschile,,1
,,S013,Cinque dopodomani: guerra finita!,1946,11,7282,5450,6976,1,angoscia/delusione,,1
,,S013,Cinque dopodomani: guerra finita!,1946,11,7282,6977,7282,1,partenza/sparizione,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,1,18,1,titolo,,
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,19,1195,1,compito/missione,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,1196,3872,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,3873,4618,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,4619,6153,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,6154,7444,1,visione,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,7445,9333,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,9334,10067,1,pausa/sospensione,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,10068,10831,1,incontro maschile,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,10832,11551,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,11552,12621,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,12622,13209,1,rivelazione,,1
V002,Ultimo viene il corvo,S014,Alba sui rami nudi,1947,1,13871,13210,13871,1,aggressione/scontro,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,1,31,1,titolo,,
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,32,951,1,incontro maschile,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,952,2030,1,angoscia/delusione,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,2031,2578,1,incontro maschile,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,2579,2928,1,angoscia/delusione,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,2929,3766,1,incontro maschile,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,3767,4810,1,fuga,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,4811,5267,1,angoscia/delusione,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,5268,5671,1,incontro maschile,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,5672,6800,1,angoscia/delusione,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,6801,7924,1,smarrimento/dubbio,,1
,,S015,Come non fui Noè (Buon a nulla),1947,1,9022,7925,9022,1,mistero/assurdità,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,1,21,1,titolo,,
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,22,1368,1,incontro maschile,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,1369,2718,1,riflessione,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,2719,2833,1,compito/missione,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,2834,4138,1,viaggio,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,4139,4382,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,4383,4532,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,4533,4767,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,4768,5033,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,5034,5231,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,5232,5751,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,5752,6919,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,6920,7474,1,inseguimento/ricerca,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,7475,7890,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,7891,8063,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,8064,8214,1,illusione/speranza,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,8215,8308,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,8309,8351,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,8352,8409,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,8410,8774,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,8775,9038,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,9039,9159,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,9160,9455,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,9456,9630,1,successo,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,9631,10170,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S016,Ultimo viene il corvo,1947,1,10809,10171,10809,1,morte,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,1,16,1,titolo,,
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,17,1285,1,incontro femminile,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,1286,2163,1,incontro maschile,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,2164,3322,1,pausa/sospensione,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,3323,4052,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,4053,4392,1,visione,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,4393,4954,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,4955,5026,1,visione,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,5027,5513,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,5514,5573,1,visione,,1
V002,Ultimo viene il corvo,S017,Visti alla mensa,1947,1,8658,5574,8658,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,1,20,1,titolo,,
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,21,1619,1,compito/missione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,1620,2296,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,2297,3875,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,3876,4497,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,4498,5117,1,pausa/sospensione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,5118,6102,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,6103,6541,1,pausa/sospensione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,6542,6717,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,6718,7454,1,pausa/sospensione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,7455,7654,1,angoscia/delusione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,7655,8820,1,pausa/sospensione,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,8821,9710,1,incontro femminile,,1
V002,Ultimo viene il corvo,S018,L'occhio del padrone,1947,3,10063,9711,10063,1,angoscia/delusione,,1
,,S019,Come un volo d'anitre,1947,5,11320,1,21,1,titolo,,
,,S019,Come un volo d'anitre,1947,5,11320,22,441,1,aiuto/salvataggio,,1
,,S019,Come un volo d'anitre,1947,5,11320,442,1112,1,aggressione/scontro,,1
,,S019,Come un volo d'anitre,1947,5,11320,1113,2734,1,fuga,,1
,,S019,Come un volo d'anitre,1947,5,11320,2735,3669,1,pausa/sospensione,,1
,,S019,Come un volo d'anitre,1947,5,11320,3670,4606,1,cambiamento,,1
,,S019,Come un volo d'anitre,1947,5,11320,4607,5574,1,smarrimento/dubbio,,1
,,S019,Come un volo d'anitre,1947,5,11320,5575,6738,1,illusione/speranza,,1
,,S019,Come un volo d'anitre,1947,5,11320,6739,7375,1,iniziativa/piano,,1
,,S019,Come un volo d'anitre,1947,5,11320,7376,7808,1,scena erotica,,1
,,S019,Come un volo d'anitre,1947,5,11320,7809,8501,1,angoscia/delusione,,1
,,S019,Come un volo d'anitre,1947,5,11320,8502,8741,1,morte,,1
,,S019,Come un volo d'anitre,1947,5,11320,8742,9049,1,partenza/sparizione,,1
,,S019,Come un volo d'anitre,1947,5,11320,9050,9512,1,smarrimento/dubbio,,1
,,S019,Come un volo d'anitre,1947,5,11320,9513,9786,1,aggressione/scontro,,1
,,S019,Come un volo d'anitre,1947,5,11320,9787,11320,1,rivelazione,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,1,16,1,titolo,,
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,17,1079,1,attesa,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,1080,2034,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,2035,3618,1,compito/missione,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,3619,4593,1,viaggio,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,4594,6644,1,riflessione,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,6645,6987,1,successo,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,6988,7558,1,illusione/speranza,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,7559,7911,1,fuga,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,7912,8703,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,8704,8897,1,fuga,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,8898,10256,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,10257,10332,1,fuga,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,10333,10787,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S020,La fame a Bévera,1947,5,11391,10788,11391,1,morte,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,1,24,1,titolo,,
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,25,1959,1,incontro di gruppo,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,1960,2399,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,2400,4215,1,rivelazione,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,4216,5057,1,compito/missione,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,5058,6051,1,visione,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,6052,7050,1,compito/missione,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,7051,8522,1,illusione/speranza,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,8523,9696,1,smarrimento/dubbio,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,9697,11198,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,11199,11409,1,successo,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,11410,12074,1,fuga,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,12075,12583,1,iniziativa/piano,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,12584,12990,1,aggressione/scontro,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,12991,13871,1,fuga,,1
V002,Ultimo viene il corvo,S021,Furto in una pasticceria,1947,6,14106,13872,14106,1,successo,,1
