Fonte,H3 Parte di ,categoria H3,Id H3,H2,Categoria H2,Id H2,H1 Occorrenza,Categoria H1,Id H1,H0,categoria H0,Id H0
S001,strapiombo,generico_terrestre,L00000,,,,,,,,,
S001,piazza,generico_terrestre,L00001,,,,,,,,,
S001,bar,generico_terrestre,L00002,,,,,,,,,
S002,casa,generico_terrestre,L00003,,,,,,,,,
S003,prato,generico_terrestre,L00004,,,,,,,,,
S004,caserma,generico_terrestre,L00005,,,,,,,,,
S004,alberghetto,generico_terrestre,L00006,,,,,,,,,
S004,paese,generico_terrestre,L00007,,,,,,,,,
S004,collina,generico_terrestre,L00008,,,,,,,,,
S005,bosco,generico_terrestre,L00009,,,,,,,,,
S005,bosco,generico_terrestre,L00009,radura,generico_terrestre,L00010,,,,,,
S005,bosco,generico_terrestre,L00009,brughiera,generico_terrestre,L00011,,,,,,
S006,vallata,generico_terrestre,L00012,,,,,,,,,
S006,vallata,generico_terrestre,L00012,stalla,generico_terrestre,L00013,,,,,,
S007,Colla Bracca,nominato_terrestre,L00014,,,,,,,,,
S007,San Faustino,nominato_terrestre,L00015,,,,,,,,,
S007,Perallo,nominato_terrestre,L00016,,,,,,,,,
S007,Creppo,nominato_terrestre,L00017,,,,,,,,,
S007,Castagna,nominato_terrestre,L00018,,,,,,,,,
S007,vallate,generico_terrestre,L00019,,,,,,,,,
S007,Tumena (Val),nominato_terrestre,L00020,,,,,,,,,
S007,bosco,generico_terrestre,L00021,,,,,,,,,
S007,Castagna,nominato_terrestre,L00018,casolare,generico_terrestre,L00022,,,,,,
S008,impalcature (casa in costruzione),generico_terrestre,L00023,,,,,,,,,
S008,campagna,generico_terrestre,L00024,,,,,,,,,
S008,vallata,generico_terrestre,L00025,,,,,,,,,
S008,periferia,generico_terrestre,L00026,,,,,,,,,
S008,periferia,generico_terrestre,L00026,pista da ballo,generico_terrestre,L00027,,,,,,
S008,periferia,generico_terrestre,L00026,giardinetti,generico_terrestre,L00028,,,,,,
S009,Colla Bella,nominato_terrestre,L00029,,,,,,,,,
S010,montagna,generico_terrestre,L00030,,,,,,,,,
S010,montagna,generico_terrestre,L00030,sentieri,generico_terrestre,L00031,,,,,,
S010,montagna,generico_terrestre,L00030,vallone,generico_terrestre,L00032,,,,,,
S011,casa,generico_terrestre,L00033,,,,,,,,,
S011,mulattiera,generico_terrestre,L00034,,,,,,,,,
S011,osteria,generico_terrestre,L00035,,,,,,,,,
S011,campo,generico_terrestre,L00036,,,,,,,,,
S011,chiesa S. Cosimo e Damiano,nominato_terrestre,L00037,,,,,,,,,
S012,mare,generico_terrestre,L00038,,,,,,,,,
S012,Sette Pennelli,nominato_terrestre,L00039,,,,,,,,,
S013,casone,generico_terrestre,L00040,,,,,,,,,
S014,campagna,generico_terrestre,L00045,casolare,generico_terrestre,L00043,frutteto,generico_terrestre,L00041,,,
S014,Paraggio,nominato_terrestre,L00042,,,,,,,,,
S014,campagna,generico_terrestre,L00045,casolare,generico_terrestre,L00043,,,,,,
S014,campagna,generico_terrestre,L00045,mulattiera,generico_terrestre,L00044,,,,,,
S014,campagna,generico_terrestre,L00045,,,,,,,,,
S015,città,generico_terrestre,L00050,via,generico_terrestre,L00046,,,,,,
S015,città,generico_terrestre,L00050,crocicchio,generico_terrestre,L00047,,,,,,
S015,città,generico_terrestre,L00050,strada,generico_terrestre,L00048,,,,,,
S015,città,generico_terrestre,L00050,piazza,generico_terrestre,L00049,,,,,,
S015,città,generico_terrestre,L00050,,,,,,,,,
S016,(corso d') acqua,generico_terrestre,L00051,,,,,,,,,
S016,valle,generico_terrestre,L00052,,,,,,,,,
S016,baita,generico_terrestre,L00053,,,,,,,,,
S016,prati,generico_terrestre,L00054,,,,,,,,,
S016,strada,generico_terrestre,L00055,,,,,,,,,
S016,bosco,generico_terrestre,L00056,,,,,,,,,
S016,valletta,generico_terrestre,L00057,,,,,,,,,
S016,radura,generico_terrestre,L00058,,,,,,,,,
S017,Torino (città),nominato_terrestre,L00059,,,,,,,,,
S017,Torino (città),nominato_terrestre,L00059,mensa,generico_terrestre,L00060,,,,,,
S018,vallata,generico_terrestre,L00062,vigna,generico_terrestre,L00061,,,,,,
S018,vallata,generico_terrestre,L00062,,,,,,,,,
S018,vallata,generico_terrestre,L00062,fascia,generico_terrestre,L00063,,,,,,
S019,caserma,generico_terrestre,L00066,celle,generico_terrestre,L00064,,,,,,
S019,accampamento,generico_terrestre,L00065,,,,,,,,,
S019,caserma,generico_terrestre,L00066,,,,,,,,,
S019,villette,generico_terrestre,L00067,,,,,,,,,
S019,montagna,generico_terrestre,L00068,,,,,,,,,
S019,montagna,generico_terrestre,L00068,valle,generico_terrestre,L00069,,,,,,
S020,Val Bévera,nominato_terrestre,L00070,,,,,,,,,
S020,Val Bévera,nominato_terrestre,L00070,strada,generico_terrestre,L00071,,,,,,
S020,Val Bévera,nominato_terrestre,L00070,mulattiera,generico_terrestre,L00072,,,,,,
S020,Val Bévera,nominato_terrestre,L00070,Bévera,nominato_terrestre,L00073,,,,,,
S021,via,generico_terrestre,L00074,,,,,,,,,
S021,cortile,generico_terrestre,L00075,,,,,,,,,
S021,pasticceria,generico_terrestre,L00077,retrobottega,generico_terrestre,L00076,,,,,,
S021,pasticceria,generico_terrestre,L00077,,,,,,,,,
S022,Sanremo,nominato_terrestre,L00082,carrugi,generico_terrestre,L00078,,,,,,
S022,mare,generico_terrestre,L00081,bastimento,generico_terrestre,L00079,,,,,,
S022,Sanremo,nominato_terrestre,L00082,porto,generico_terrestre,L00080,,,,,,
S022,mare,generico_terrestre,L00081,,,,,,,,,
S022,Sanremo,nominato_terrestre,L00082,,,,,,,,,
V001,città,generico_terrestre,L00092,bottega,generico_terrestre,L00083,,,,,,
V001,città,generico_terrestre,L00092,carrugio,generico_terrestre,L00084,,,,,,
V001,città,generico_terrestre,L00092,osteria,generico_terrestre,L00085,,,,,,
V001,città,generico_terrestre,L00092,vicoli,generico_terrestre,L00086,,,,,,
V001,città,generico_terrestre,L00092,camera,generico_terrestre,L00087,,,,,,
V001,vallata,generico_terrestre,L00089,stradine,generico_terrestre,L00088,,,,,,
V001,vallata,generico_terrestre,L00089,,,,,,,,,
V001,città,generico_terrestre,L00092,comando,generico_terrestre,L00090,,,,,,
V001,città,generico_terrestre,L00092,prigione,generico_terrestre,L00091,,,,,,
V001,città,generico_terrestre,L00092,,,,,,,,,
V001,vallata,generico_terrestre,L00089,campo,generico_terrestre,L00093,,,,,,
V001,vallata,generico_terrestre,L00089,beudo,generico_terrestre,L00094,,,,,,
V001,vallata,generico_terrestre,L00089,casolare,generico_terrestre,L00095,,,,,,
V001,vallata,generico_terrestre,L00089,accampamento,generico_terrestre,L00096,,,,,,
V001,vallata,generico_terrestre,L00089,fienile,generico_terrestre,L00097,,,,,,
V001,montagna,generico_terrestre,L00098,,,,,,,,,
V001,montagna,generico_terrestre,L00098,sentieri,generico_terrestre,L00099,,,,,,
V001,vallata,generico_terrestre,L00089,cucina,generico_terrestre,L00100,,,,,,
V001,vallata,generico_terrestre,L00089,prati,generico_terrestre,L00101,,,,,,
V001,vallata,generico_terrestre,L00089,passo della Mezzaluna,nominato_terrestre,L00102,,,,,,
V001,vallata,generico_terrestre,L00089,costruzione,generico_terrestre,L00103,,,,,,
V001,vallata,generico_terrestre,L00089,casa,generico_terrestre,L00104,,,,,,
V001,vallata,generico_terrestre,L00089,torrente,generico_terrestre,L00105,,,,,,
V001,città,generico_terrestre,L00092,carrugio,generico_terrestre,L00106,,,,,,
V001,vallata,generico_terrestre,L00089,campagna,generico_terrestre,L00107,,,,,,
S023,città,generico_terrestre,L00111,casa,generico_terrestre,L00108,,,,,,
S023,città,generico_terrestre,L00111,caffè Imperia,nominato_terrestre,L00109,,,,,,
S023,città,generico_terrestre,L00111,cinema,generico_terrestre,L00110,,,,,,
S023,città,generico_terrestre,L00111,,,,,,,,,
S024,strada ferrata (ferrovia),generico_terrestre,L00112,,,,,,,,,
S024,giardino,generico_terrestre,L00113,,,,,,,,,
S024,spiaggia,generico_terrestre,L00114,,,,,,,,,
S025,città,generico_terrestre,L00115,,,,,,,,,
S025,città,generico_terrestre,L00115,casa,generico_terrestre,L00116,,,,,,
S025,città,generico_terrestre,L00115,Palazzo di Giustizia,generico_terrestre,L00117,,,,,,
S025,città,generico_terrestre,L00115,Palazzo di Giustizia,generico_terrestre,L00117,cortile,generico_terrestre,L00118,,,
S026,bosco,generico_terrestre,L00119,,,,,,,,,
S026,paese,generico_terrestre,L00120,,,,,,,,,
S026,paese,generico_terrestre,L00120,casa,generico_terrestre,L00121,,,,,,
S026,paese,generico_terrestre,L00120,casa,generico_terrestre,L00121,fienile,generico_terrestre,L00122,,,
S027,Torino,nominato_terrestre,L00126,biglietteria,generico_terrestre,L00123,,,,,,
S027,Torino,nominato_terrestre,L00126,stazione ,generico_terrestre,L00124,,,,,,
S027,Torino,nominato_terrestre,L00126,portici,generico_terrestre,L00125,,,,,,
S027,Torino,nominato_terrestre,L00126,,,,,,,,,
S028,strada litoranea,generico_terrestre,L00127,,,,,,,,,
S028,mare,generico_terrestre,L00128,,,,,,,,,
S028,ripa,generico_terrestre,L00129,,,,,,,,,
S029,Torino (città),nominato_terrestre,L00130,,,,,,,,,
S029,Torino (città),nominato_terrestre,L00130,quartieri operai,generico_terrestre,L00131,,,,,,
S029,Torino (città),nominato_terrestre,L00130,quartieri operai,generico_terrestre,L00131,casa,generico_terrestre,,,,
S030,sala (da pranzo),generico_terrestre,L00133,,,,,,,,,
S030,casolare,generico_terrestre,L00134,,,,,,,,,
S031,Torino,nominato_terrestre,L00136b,Cittadella,nominato_terrestre,L00136,piazza,generico_terrestre,L00135,,,
S031,Torino,nominato_terrestre,L00136b,Cittadella,nominato_terrestre,L00136,,,,,,
S031,Torino,nominato_terrestre,L00136b,,,,,,,,,
S032,Sant'Alcide,inventato,L00137,,,,,,,,,
S032,Sant'Alcide,inventato,L00137,stanzetta,generico_terrestre,L00137,,,,,,
S032,Sant'Alcide,inventato,L00137,stanzetta,generico_terrestre,L00137,balcone,generico_terrestre,L00139,,,
S032,Sant'Alcide,inventato,L00137,sezione democristiana,generico_terrestre,L00140,,,,,,
S032,fabbrica,generico_terrestre,L00141,,,,,,,,,
S032,fienile,generico_terrestre,L00142,,,,,,,,,
S033,cittadina rivierasca,generico_terrestre,L00144,villa,generico_terrestre,L00143,,,,,,
S033,cittadina rivierasca,generico_terrestre,L00144,,,,,,,,,
S033,cittadina rivierasca,generico_terrestre,L00144,Case Vecchie ,inventato,L00145,,,,,,
S033,cittadina rivierasca,generico_terrestre,L00144,Osteria dell'Orecchia Mozzata,inventato,L00146,,,,,,
S033,cittadina rivierasca,generico_terrestre,L00144,casa,generico_terrestre,L00147,,,,,,
S033,mare,generico_terrestre,L00148,,,,,,,,,
S033,cittadina rivierasca,generico_terrestre,L00144,riva,generico_terrestre,L00149,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Deposito Franco,nominato_terrestre,L00150,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Bar La botte di Diogene,nominato_terrestre,L00151,,,,,,
S034,Sanremo,nominato_terrestre,L00164,via,generico_terrestre,L00152,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Caffé Lamarmora,inventato,L00153,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Bar Parigi,inventato,L00154,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Giglio,inventato,L00155,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Bar La botte di Diogene,nominato_terrestre,L00151,retrobottega,generico_terrestre,L00156,,,
S034,Sanremo,nominato_terrestre,L00164,Bar La botte di Diogene,nominato_terrestre,L00151,cameretta,generico_terrestre,L00157,,,
S034,Sanremo,nominato_terrestre,L00164,piazza,generico_terrestre,L00158,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Iris (locale),inventato,L00159,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Caffè dei viaggiatori,inventato,L00160,,,,,,
S034,Sanremo,nominato_terrestre,L00164,Albergo Pace,inventato,L00161,,,,,,
S034,Sanremo,nominato_terrestre,L00164,imbarco,generico_terrestre,L00162,,,,,,
S034,Sanremo,nominato_terrestre,L00164,questura,generico_terrestre,L00163,,,,,,
S034,Sanremo,nominato_terrestre,L00164,,,,,,,,,
S035,Napoli,nominato_terrestre,L00165,,,,,,,,,
S035,Napoli,nominato_terrestre,L00165,via Toledo,nominato_terrestre,L00166,,,,,,
S036,Torino (città),nominato_terrestre,L00168,marciapiede,generico_terrestre,L00167,,,,,,
S036,Torino (città),nominato_terrestre,L00168,,,,,,,,,
S036,Torino (città),nominato_terrestre,L00168,vie,generico_terrestre,L00169,,,,,,
S036,Torino (città),nominato_terrestre,L00168,crocevia,generico_terrestre,L00170,,,,,,
S037,casa,generico_terrestre,L00173,cucina,generico_terrestre,L00171,,,,,,
S037,casa,generico_terrestre,L00173,giardino,generico_terrestre,L00172,,,,,,
S037,casa,generico_terrestre,L00173,,,,,,,,,
S038,vallata,generico_terrestre,L00178,casa,generico_terrestre,L00174,,,,,,
S038,vallata,generico_terrestre,L00178,campo,generico_terrestre,L00175,,,,,,
S038,vallata,generico_terrestre,L00178,bosco,generico_terrestre,L00176,,,,,,
S038,vallata,generico_terrestre,L00178,ripa,generico_terrestre,L00177,,,,,,
S038,vallata,generico_terrestre,L00178,,,,,,,,,
S039,Liguria,nominato_terrestre,L00190,vallata,generico_terrestre,L00181,collina,generico_terrestre,L00180,casa,generico_terrestre,L00179
S039,Liguria,nominato_terrestre,L00190,vallata,generico_terrestre,L00181,collina,generico_terrestre,L00180,,,
S039,Liguria,nominato_terrestre,L00190,vallata,generico_terrestre,L00181,,,,,,
S039,Liguria,nominato_terrestre,L00190,vallata,generico_terrestre,L00181,bosco,generico_terrestre,L00182,,,
S039,Liguria,nominato_terrestre,L00190,Bicocca,nominato_terrestre,L00183,,,,,,
S039,Liguria,nominato_terrestre,L00190,vallata,generico_terrestre,L00181,campi,generico_terrestre,L00184,,,
S039,Liguria,nominato_terrestre,L00190,vallata,generico_terrestre,L00181,bosco,generico_terrestre,L00182,tana,generico_terrestre,L00185
S039,Liguria,nominato_terrestre,L00190,vallata,generico_terrestre,L00181,terreni,generico_terrestre,L00186,,,
S039,Liguria,nominato_terrestre,L00190,vallata,generico_terrestre,L00181,accampamento,generico_terrestre,L00187,,,
S039,Liguria,nominato_terrestre,L00190,Rocche del Corvo,nominato_terrestre,L00188,,,,,,
S039,Liguria,nominato_terrestre,L00190,Rocche del Corvo,nominato_terrestre,L00188,burrone,generico_terrestre,L00189,,,
S039,Liguria,nominato_terrestre,L00190,,,,,,,,,
S040,albergo-caserma,generico_terrestre,L00191,,,,,,,,,
S040,albergo-caserma,generico_terrestre,L00191,stanze,generico_terrestre,L00192,,,,,,
S040,porto,generico_terrestre,L00194,fortezza,generico_terrestre,L00193,,,,,,
S040,porto,generico_terrestre,L00194,,,,,,,,,
S040,porto,generico_terrestre,L00194,fortezza,generico_terrestre,L00193,cella,generico_terrestre,L00195,,,
S040,albergo-caserma,generico_terrestre,L00191,corridoio,generico_terrestre,L00196,,,,,,
S040,torpedoni,generico_terrestre,L00197,,,,,,,,,
S041,Culdistrega,inventato,L00198,,,,,,,,,
S041,Culdistrega,inventato,L00198,rifugio,generico_terrestre,L00199,,,,,,
S041,Culdistrega,inventato,L00198,precipizio,generico_terrestre,L00200,,,,,,
S041,vallata,generico_terrestre,L00202,torrente,generico_terrestre,L00201,,,,,,
S041,vallata,generico_terrestre,L00202,,,,,,,,,
S041,vallata,generico_terrestre,L00202,tetto,generico_terrestre,L00203,,,,,,
S042,scompartimento,generico_terrestre,L00204,,,,,,,,,
S042,galleria,generico_terrestre,L00205,,,,,,,,,
S043,città,generico_terrestre,L00206,,,,,,,,,
S043,città,generico_terrestre,L00206,vie,generico_terrestre,L00207,,,,,,
S043,città,generico_terrestre,L00206,giardini,generico_terrestre,L00208,,,,,,
S043,città,generico_terrestre,L00206,casa (Don Grillo),generico_terrestre,L00209,,,,,,
S043,città,generico_terrestre,L00206,casa (Don Grillo),generico_terrestre,L00209,scale,generico_terrestre,L00210,,,
S043,città,generico_terrestre,L00206,casa (Don Grillo),generico_terrestre,L00209,appartamento,generico_terrestre,L00211,,,
S043,città,generico_terrestre,L00206,pellicceria,generico_terrestre,L00214,stanza,generico_terrestre,L00212,,,
S043,città,generico_terrestre,L00206,pellicceria,generico_terrestre,L00214,magazzino,generico_terrestre,L00213,,,
S043,città,generico_terrestre,L00206,pellicceria,generico_terrestre,L00214,,,,,,
S043,città,generico_terrestre,L00206,pellicceria,generico_terrestre,L00214,laboratorio,generico_terrestre,L00215,,,
S044,treno,generico_terrestre,L00216,,,,,,,,,
S044,treno,generico_terrestre,L00216,scompartimento,generico_terrestre,L00217,,,,,,
S045,campagna,generico_terrestre,L00218,,,,,,,,,
S045,valle,generico_terrestre,L00219,,,,,,,,,
S045,campagna,generico_terrestre,L00218,casa,generico_terrestre,L00223,aia,generico_terrestre,L00220,,,
S045,caserma,generico_terrestre,L00221,,,,,,,,,
S045,caserma,generico_terrestre,L00221,ufficio,generico_terrestre,L00222,,,,,,
S045,campagna,generico_terrestre,L00218,casa,generico_terrestre,L00223,,,,,,
S045,campagna,generico_terrestre,L00218,casa,generico_terrestre,L00223,fienile,generico_terrestre,L00224,,,
S045,campagna,generico_terrestre,L00218,campi,generico_terrestre,L00225,,,,,,
S046,scogliera,generico_terrestre,L00226,,,,,,,,,
S046,mare,generico_terrestre,L00227,,,,,,,,,
S046,mare,generico_terrestre,L00227,fondo,generico_terrestre,L00228,,,,,,
S046,scoglio,generico_terrestre,L00229,,,,,,,,,
S046,cala,generico_terrestre,L00230,,,,,,,,,
S046,conca,generico_terrestre,L00231,,,,,,,,,
S047,prato,generico_terrestre,L00232,,,,,,,,,
S047,strada,generico_terrestre,L00233,,,,,,,,,
S047,via,generico_terrestre,L00234,,,,,,,,,
S047,fosso,generico_terrestre,L00235,,,,,,,,,
S047,fosso,generico_terrestre,L00235,riva,generico_terrestre,L00236,,,,,,
S047,fosso,generico_terrestre,L00235,acqua (fosso),generico_terrestre,L00237,,,,,,
S047,stradale,generico_terrestre,L00238,,,,,,,,,
S048,valle,generico_terrestre,L00240,strada,generico_terrestre,L00239,,,,,,
S048,valle,generico_terrestre,L00240,,,,,,,,,
S048,valle,generico_terrestre,L00240,sentiero,generico_terrestre,L00241,,,,,,
S048,valle,generico_terrestre,L00240,casa,generico_terrestre,L00242,,,,,,
S048,Chapelet,nominato_terrestre,L00243,,,,,,,,,
S048,valletta,generico_terrestre,L00244,,,,,,,,,
S048,valle,generico_terrestre,L00240,prati,generico_terrestre,L00245,,,,,,
S048,Rocca Negra,nominato_terrestre,L00246,,,,,,,,,
S048,valle,generico_terrestre,L00240,baita,generico_terrestre,L00247,,,,,,
S048,caserma,generico_terrestre,L00248,,,,,,,,,
S048,valle,generico_terrestre,L00240,lago,generico_terrestre,L00249,,,,,,
S049,città,generico_terrestre,L00251,caserma,generico_terrestre,L00250,,,,,,
S049,città,generico_terrestre,L00251,,,,,,,,,
S049,città,generico_terrestre,L00251,marciapiede,generico_terrestre,L00252,,,,,,
S049,città,generico_terrestre,L00251,via,generico_terrestre,L00253,,,,,,
S049,città,generico_terrestre,L00251,giardini pubblici,generico_terrestre,L00254,,,,,,
S049,città,generico_terrestre,L00251,quartiere,generico_terrestre,L00255,,,,,,
S049,città,generico_terrestre,L00251,caseggiato,generico_terrestre,L00256,,,,,,
S049,città,generico_terrestre,L00251,caseggiato,generico_terrestre,L00256,cortile,generico_terrestre,L00257,,,
S049,città,generico_terrestre,L00251,caseggiato,generico_terrestre,L00256,scale,generico_terrestre,L00258,,,
S049,città,generico_terrestre,L00251,caseggiato,generico_terrestre,L00256,ballatorio,generico_terrestre,L00259,,,
S049,città,generico_terrestre,L00251,caseggiato,generico_terrestre,L00256,stanze,generico_terrestre,L00260,,,
S049,città,generico_terrestre,L00251,caseggiato,generico_terrestre,L00256,corridoi,generico_terrestre,L00261,,,
S049,città,generico_terrestre,L00251,caseggiato,generico_terrestre,L00256,tetto,generico_terrestre,L00262,,,
S050,spiaggia di ***,nominato_terrestre,L00263,,,,,,,,,
S050,acqua,generico_terrestre,L00264,,,,,,,,,
S050,barca,generico_terrestre,L00265,,,,barca,generico_terrestre,,,,
V003,Boemia,nominato_terrestre,L00266,,,,,,,,,
V003,Boemia,nominato_terrestre,L00266,accampamento,generico_terrestre,L00267,,,,,,
V003,Boemia,nominato_terrestre,L00266,campo di battaglia,generico_terrestre,L00268,,,,,,
V003,Boemia,nominato_terrestre,L00266,ospedale,generico_terrestre,L00269,,,,,,
V003,Italia,nominato_terrestre,L00270b,,,,,,,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,,,,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,castello,generico_terrestre,L00271,,,
V003,Italia,nominato_terrestre,L00270b,Terraba,inventato,L00270,campagna,generico_terrestre,L00272,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,bosco,generico_terrestre,L00273,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,Prato delle Monache,inventato,L00274,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,cimitero,generico_terrestre,L00275,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,Salto della Ghigna,inventato,L00276,,,
V003,Italia,nominato_terrestre,L00270b,Col Gerbido,inventato,L00277,,,,,,
V003,Italia,nominato_terrestre,L00270b,Col Gerbido,inventato,L00277,tana,generico_terrestre,L00278,,,
V003,Italia,nominato_terrestre,L00270b,Col Gerbido,inventato,L00277,casolare,generico_terrestre,L00279,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,marina,generico_terrestre,L00280,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,prato,generico_terrestre,L00281,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,casolare,generico_terrestre,L00282,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,riva,generico_terrestre,L00283,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,grotta,generico_terrestre,L00284,,,
V003,Italia,nominato_terrestre,L00270b,Pratofungo,inventato,L00285,,,,,,
V003,Italia,nominato_terrestre,L00270b,Pratofungo,inventato,L00285,capannuccia,generico_terrestre,L00286,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,bottega,generico_terrestre,L00287,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,fienile,generico_terrestre,L00288,,,
V003,Italia,nominato_terrestre,L00270b,Terralba,inventato,L00270,collinetta,generico_terrestre,L00289,,,
S051,boscaglia,generico_terrestre,L00290,,,,,,,,,
S051,campo di battaglia,generico_terrestre,L00291,,,,,,,,,
S051,cespugli,generico_terrestre,L00292,,,,,,,,,
S051,carreggiabile,generico_terrestre,L00293,,,,,,,,,
S051,salita,generico_terrestre,L00294,,,,,,,,,
S051,sentiero,generico_terrestre,L00295,,,,,,,,,
S051,valle,generico_terrestre,L00296,,,,,,,,,
S051,lago,generico_terrestre,L00297,,,,,,,,,
S051,capanna,generico_terrestre,L00298,,,,,,,,,
S052,torrente,generico_terrestre,L00299,,,,,,,,,
S052,campagna ,generico_terrestre,L00300,,,,,,,,,
S052,campagna ,generico_terrestre,L00300,conca,generico_terrestre,L00301,,,,,,
S052,campagna ,generico_terrestre,L00300,sabbia,generico_terrestre,L00302,,,,,,
S052,valle,generico_terrestre,L00303,,,,,,,,,
S052,valle,generico_terrestre,L00303,erba,generico_terrestre,L00304,,,,,,
S052,valle,generico_terrestre,L00303,sentiero,generico_terrestre,L00305,,,,,,
S052,valle,generico_terrestre,L00303,canneto,generico_terrestre,L00306,,,,,,
S052,valle,generico_terrestre,L00303,canneto,generico_terrestre,L00306,riva,generico_terrestre,L00307,,,
S052,mare,generico_terrestre,L00308,,,,,,,,,
S053,città,generico_terrestre,L00309,,,,,,,,,
S053,città,generico_terrestre,L00309,aiola,generico_terrestre,L00310,,,,,,
S053,città,generico_terrestre,L00309,corso,generico_terrestre,L00311,,,,,,
S053,città,generico_terrestre,L00309,fermata,generico_terrestre,L00312,,,,,,
S053,città,generico_terrestre,L00309,casa,generico_terrestre,L00313,,,,,,
S053,città,generico_terrestre,L00309,ospedale,generico_terrestre,L00314,,,,,,
S054,regione,generico_terrestre,L00315,,,,,,,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,vie,generico_terrestre,L00316,,,
S054,campagna,generico_terrestre,L00317,,,,,,,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,osteria,generico_terrestre,L00318,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,,,,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,casa,generico_terrestre,L00320,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,casa,generico_terrestre,L00320,terreno,generico_terrestre,L00321
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,casa,generico_terrestre,L00320,giardino,generico_terrestre,L00322
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,villetta,generico_terrestre,L00323,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,strada,generico_terrestre,L00324,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,villa,generico_terrestre,L00325,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,strada-cortile,generico_terrestre,L00326,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,baracca,generico_terrestre,L00327,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,città vecchia,generico_terrestre,L00328,,,
S054,regione,generico_terrestre,L00315,paese,generico_terrestre,L00319,porto,generico_terrestre,L00329,,,
S055,città,generico_terrestre,L00330,,,,,,,,,
S055,città,generico_terrestre,L00330,via,generico_terrestre,L00331,,,,,,
S055,città,generico_terrestre,L00330,crocevia,generico_terrestre,L00332,,,,,,
S055,città,generico_terrestre,L00330,ditta,generico_terrestre,L00333,,,,,,
S055,città,generico_terrestre,L00330,casamento,generico_terrestre,L00334,,,,,,
S055,città,generico_terrestre,L00330,casamento,generico_terrestre,L00334,tetto,generico_terrestre,L00335,,,
S055,città,generico_terrestre,L00330,casamento,generico_terrestre,L00334,appartamento,generico_terrestre,L00336,,,
S055,,,,,,,terrazzo,generico_terrestre,L00337,,,
S056,viale,generico_terrestre,L00339,panchina,generico_terrestre,L00338,,,,,,
S056,viale,generico_terrestre,L00339,,,,,,,,,
S056,bottiglieria,generico_terrestre,L00340,,,,,,,,,
S056,caffè,generico_terrestre,L00341,,,,,,,,,
S056,strada,generico_terrestre,L00342,,,,,,,,,
S056,villa,generico_terrestre,L00343,,,,,,,,,
S056,marciapiede,generico_terrestre,L00344,,,,,,,,,
S057,via,generico_terrestre,L00345,,,,,,,,,
S057,fermata,generico_terrestre,L00346,,,,,,,,,
S057,casa,generico_terrestre,L00347,,,,,,,,,
S058,Rivoli,nominato_terrestre,L00348,,,,,,,,,
S058,Alpignano,nominato_terrestre,L00349,,,,,,,,,
S058,Alpignano,nominato_terrestre,L00349,scale,generico_terrestre,L00350,,,,,,
S058,Rivoli,nominato_terrestre,L00348,fabbrica,generico_terrestre,L00354,accampamento,generico_terrestre,L00351,,,
S058,Rivoli,nominato_terrestre,L00348,fabbrica,generico_terrestre,L00354,camerata,generico_terrestre,L00352,,,
S058,Rivoli,nominato_terrestre,L00348,fabbrica,generico_terrestre,L00354,stabilimento,generico_terrestre,L00353,,,
