Fonte,H3 Parte di ,categoria H3,Id H3,H2,Categoria H2,Id H2,H1 Occorrenza,Categoria H1,Id H1,H0,categoria H0,Id H0
S168,Messico,nominato_terrestre,L01192,Tula,nominato_terrestre,L01193,,,,,,
S168,Messico,nominato_terrestre,L01192,Tula,nominato_terrestre,L01193,Tempio della Stella del Mattino,nominato_terrestre,L01194,,,
S168,Messico,nominato_terrestre,L01192,Tula,nominato_terrestre,L01193,Muro dei Serpenti,nominato_terrestre,L01195,,,
S169,doccia (bagno),generico_terrestre,L01196,,,,,,,,,
S170,Giappone,nominato_terrestre,L01199,Kyoto,nominato_terrestre,L01198,Tempio Ryoanji,nominato_terrestre,L01197,,,
S170,Giappone,nominato_terrestre,L01199,Kyoto,nominato_terrestre,L01198,,,,,,
S170,Giappone,nominato_terrestre,L01199,,,,,,,,,
S171,Parigi,nominato_terrestre,L01202,Quattordicesimo Arrodissement,nominato_terrestre,L01205,cucina,generico_terrestre,L01200,,,
S171,Parigi,nominato_terrestre,L01202,Quattordicesimo Arrodissement,nominato_terrestre,L01205,scale,generico_terrestre,L01201,,,
S171,Parigi,nominato_terrestre,L01202,,,,,,,,,
S171,Parigi,nominato_terrestre,L01202,Quattordicesimo Arrodissement,nominato_terrestre,L01205,garage,generico_terrestre,L01203,,,
S171,Parigi,nominato_terrestre,L01202,Quattordicesimo Arrodissement,nominato_terrestre,L01205,marciapiede,generico_terrestre,L01204,,,
S171,Parigi,nominato_terrestre,L01202,Quattordicesimo Arrodissement,nominato_terrestre,L01205,,,,,,
S172,spiaggia,generico_terrestre,L01206,,,,,,,,,
S172,costa,generico_terrestre,L01207,,,,,,,,,
S173,collina,generico_terrestre,L01208,,,,,,,,,
S173,strada,generico_terrestre,L01209,,,,,,,,,
S173,casa,generico_terrestre,L01210,,,,,,,,,
S174,no ambientazione,no_ambientazione,L01211,,,,,,,,,
S175,distese,generico_terrestre,L01212,,,,,,,,,
S175,sabbia,generico_terrestre,L01213,,,,,,,,,
S175,città,generico_terrestre,L01214,,,,,,,,,
V021,libreria,generico_terrestre,L01215,,,,,,,,,
V021,autobus,generico_terrestre,L01216,,,,,,,,,
V021,macchina,generico_terrestre,L01217,,,,,,,,,
V021,ufficio,generico_terrestre,L01218,,,,,,,,,
V021,stanza,generico_terrestre,L01219,,,,,,,,,
V021,città,generico_terrestre,L01223,stazione,generico_terrestre,L01220,,,,,,
V021,città,generico_terrestre,L01223,stazione,generico_terrestre,L01220,bar,generico_terrestre,L01221,,,
V021,città,generico_terrestre,L01223,stazione,generico_terrestre,L01220,cabina telefonica,generico_terrestre,L01222,,,
V021,città,generico_terrestre,L01223,,,,,,,,,
V021,Kudgiwa,inventato,L01225,casa,generico_terrestre,L01226,cucina,generico_terrestre,L01224,,,
V021,Kudgiwa,inventato,L01225,,,,,,,,,
V021,Kudgiwa,inventato,L01225,casa,generico_terrestre,L01226,,,,,,
V021,università,generico_terrestre,L01227,,,,,,,,,
V021,università,generico_terrestre,L01227,Istituto di lingue e letterature botno-ugriche,inventato,L01228,,,,,,
V021,Petkwo,inventato,L01229,,,,,,,,,
V021,Petkwo,inventato,L01229,Pensione Kudgiwa,inventato,L01230,,,,,,
V021,Petkwo,inventato,L01229,osservatorio,generico_terrestre,L01231,,,,,,
V021,Petkwo,inventato,L01229,porto,generico_terrestre,L01232,,,,,,
V021,Petkwo,inventato,L01229,belvedere,generico_terrestre,L01233,,,,,,
V021,Petkwo,inventato,L01229,promontorio,generico_terrestre,L01234,,,,,,
V021,Petkwo,inventato,L01229,molo,generico_terrestre,L01235,,,,,,
V021,Petkwo,inventato,L01229,Albergo (del Giglio Marino),inventato,L01236,,,,,,
V021,Petkwo,inventato,L01229,piazzale,generico_terrestre,L01237,,,,,,
V021,Petkwo,inventato,L01229,La Stella della Svezia,inventato,L01238,,,,,,
V021,Petkwo,inventato,L01229,cimitero,generico_terrestre,L01239,,,,,,
V021,università,generico_terrestre,L01227,sala,generico_terrestre,L01240,,,,,,
V021,città,generico_terrestre,L01241,,,,,,,,,
V021,città,generico_terrestre,L01241,strada,generico_terrestre,L01242,,,,,,
V021,città,generico_terrestre,L01241,stanza,generico_terrestre,L01243,,,,,,
V021,caffè,generico_terrestre,L01244,,,,,,,,,
V021,casa editrice,generico_terrestre,L01245,,,,,,,,,
V021,Parigi,nominato_terrestre,L01247,sotterraneo,generico_terrestre,L01246,,,,,,
V021,Parigi,nominato_terrestre,L01247,,,,,,,,,
V021,Parigi,nominato_terrestre,L01247,Faubourg Saint-Antoine,nominato_terrestre,L01249,parcheggio,generico_terrestre,L01248,,,
V021,Parigi,nominato_terrestre,L01247,Faubourg Saint-Antoine,nominato_terrestre,L01249,,,,,,
V021,Parigi,nominato_terrestre,L01247,ascensore,generico_terrestre,L01250,,,,,,
V021,casa,generico_terrestre,L01251,,,,,,,,,
V021,collina,generico_terrestre,L01252,,,,,,,,,
V021,giardino,generico_terrestre,L01253,,,,,,,,,
V021,campus,generico_terrestre,L01254,,,,,,,,,
V021,Grosvenor Avenue,inventato,L01255,,,,,,,,,
V021,Cedar Street,inventato,L01256,,,,,,,,,
V021,Maple Road,inventato,L01257,,,,,,,,,
V021,Hillside Drive,inventato,L01258,,,,,,,,,
V021,Hillside Drive,inventato,L01258,stanza,generico_terrestre,L01259,,,,,,
V021,casa (Ludmilla),generico_terrestre,L01260,,,,,,,,,
V021,casa (Ludmilla),generico_terrestre,L01260,letto,generico_terrestre,L01261,,,,,,
V021,villa,generico_terrestre,L01262,,,,,,,,,
V021,città,generico_terrestre,L01263,,,,,,,,,
V021,città,generico_terrestre,L01263,crocicchio,generico_terrestre,L01264,,,,,,
V021,villa,generico_terrestre,L01262,stanza catoptrica,generico_terrestre,L01265,,,,,,
V021,vallata,generico_terrestre,L01266,,,,,,,,,
V021,vallata,generico_terrestre,L01266,casa,generico_terrestre,L01268,studio,generico_terrestre,L01267,,,
V021,vallata,generico_terrestre,L01266,casa,generico_terrestre,L01268,,,,,,
V021,sentiero,generico_terrestre,L01269,,,,,,,,,
V021,riva,generico_terrestre,L01270,,,,,,,,,
V021,casa,generico_terrestre,L01271,,,,,,,,,
V021,aereo,generico_terrestre,L01272,,,,,,,,,
V021,Ataguitania,inventato,L01273,,,,,,,,,
V021,Ataguitania,inventato,L01273,periferia,generico_terrestre,L01274,,,,,,
V021,Ataguitania,inventato,L01273,caserma,generico_terrestre,L01275,,,,,,
V021,Ataguitania,inventato,L01273,cella,generico_terrestre,L01276,,,,,,
V021,Ataguitania,inventato,L01273,carcere,generico_terrestre,L01278,biblioteca,generico_terrestre,L01277,,,
V021,Ataguitania,inventato,L01273,carcere,generico_terrestre,L01278,,,,,,
V021,San Ireneo,inventato,L01280,strade,generico_terrestre,L01279,,,,,,
V021,San Ireneo,inventato,L01280,,,,,,,,,
V021,Oquedal,inventato,L01282,palazzo degli Alvarado,inventato,L01281,,,,,,
V021,Oquedal,inventato,L01282,,,,,,,,,
V021,Oquedal,inventato,L01282,fossa,generico_terrestre,L01283,,,,,,
V021,Ircania,inventato,L01284,,,,,,,,,
V021,Ircania,inventato,L01284,commissariato di polizia,generico_terrestre,L01285,,,,,,
V021,Ircania,inventato,L01284,capitale,generico_terrestre,L01287,giardini pubblici,generico_terrestre,L01286,,,
V021,Ircania,inventato,L01284,capitale,generico_terrestre,L01287,,,,,,
V021,città,generico_terrestre,L01288,,,,,,,,,
V021,città,generico_terrestre,L01288,Prospettiva,inventato,L01289,,,,,,
V021,biblioteca,generico_terrestre,L01290,,,,,,,,,
V021,letto,generico_terrestre,L01291,,,,,,,,,
S176,paese,generico_terrestre,L01292,,,,,,,,,
S177,no ambientazione,no_ambientazione,L01293,,,,,,,,,
S178,Barcellona,nominato_terrestre,L01295,zoo ,generico_terrestre,L01294,,,,,,
S178,Barcellona,nominato_terrestre,L01295,,,,,,,,,
S179,Inferi,inventato,L01296,,,,,,,,,
S179,Terra,nominato_non_terrestre,L01298,vulcano,generico_terrestre,L01297,,,,,,
S179,Terra,nominato_non_terrestre,L01298,,,,,,,,,
S179,Terra,nominato_non_terrestre,L01298,Vesuvio,nominato_terrestre,L01299,,,,,,
S179,Terra,nominato_non_terrestre,L01298,Ercolano,nominato_terrestre,L01299b,,,,,,
S179,Terra,nominato_non_terrestre,L01298,stanza,generico_terrestre,L01300,,,,,,
S180,no ambientazione,no_ambientazione,L01301,,,,,,,,,
S181,xxx,inventato,L01302,,,,,,,,,
S181,stanza,generico_terrestre,L01303,,,,,,,,,
S181,città,generico_terrestre,L01304,,,,,,,,,
S181,nave,generico_terrestre,L01305,,,,,,,,,
S182,Roma,nominato_terrestre,L01306,,,,,,,,,
S182,Roma,nominato_terrestre,L01306,terrazzo,generico_terrestre,L01307,,,,,,
S183,città,generico_terrestre,L01308,,,,,,,,,
S184,terrazzo,generico_terrestre,L01309,,,,,,,,,
S185,Messico,nominato_terrestre,L01313,Oaxaca,nominato_terrestre,L01310,,,,,,
S185,Messico,nominato_terrestre,L01313,Oaxaca,nominato_terrestre,L01310,albergo,generico_terrestre,L01311,,,
S185,Messico,nominato_terrestre,L01313,Oaxaca,nominato_terrestre,L01310,ristorante,generico_terrestre,L01312,,,
S185,Messico,nominato_terrestre,L01313,,,,,,,,,
S185,Messico,nominato_terrestre,L01313,Oaxaca,nominato_terrestre,L01310,Monte Alban,nominato_terrestre,L01314,,,
S185,Messico,nominato_terrestre,L01313,Oaxaca,nominato_terrestre,L01310,caffè,generico_terrestre,L01315,,,
S185,Messico,nominato_terrestre,L01313,Palenque,nominato_terrestre,L01316,,,,,,
S186,no ambientazione,no_ambientazione,L01317,,,,,,,,,
S187,casa Palomar,inventato,L01320,terrazzo,generico_terrestre,L01318,,,,,,
S187,casa Palomar,inventato,L01320,soggiorno,generico_terrestre,L01319,,,,,,
S187,casa Palomar,inventato,L01320,,,,,,,,,
S188,no ambientazione,no_ambientazione,L01321,,,,,,,,,
S189,città,generico_terrestre,L01322,,,,,,,,,
S190,riva,generico_terrestre,L01323,,,,,,,,,
S190,mare,generico_terrestre,L01324,,,,,,,,,
S190,casa,generico_terrestre,L01325,,,,,,,,,
S191,spiaggia,generico_terrestre,L01326,,,,,,,,,
S191,costa,generico_terrestre,L01327,,,,,,,,,
S192,patio,generico_terrestre,L01328,,,,,,,,,
S192,marciapiede,generico_terrestre,L01329,,,,,,,,,
S192,patio,generico_terrestre,L01328,terreno,generico_terrestre,L01330,,,,,,
S192,patio,generico_terrestre,L01328,praticello,generico_terrestre,L01331,,,,,,
S193,prato,generico_terrestre,L01332,,,,,,,,,
S194,strade,generico_terrestre,L01333,,,,,,,,,
S194,casa,generico_terrestre,L01334,,,,,,,,,
S195,Roma,nominato_terrestre,L01336,terrazzo,generico_terrestre,L01335,,,,,,
S195,Roma,nominato_terrestre,L01336,,,,,,,,,
S196,Parigi,nominato_terrestre,L01337,,,,,,,,,
S196,Parigi,nominato_terrestre,L01337,formaggeria,generico_terrestre,L01338,,,,,,
S197,macelleria,generico_terrestre,L01339,,,,,,,,,
S198,Parigi,nominato_terrestre,L01340,,,,,,,,,
S198,Parigi,nominato_terrestre,L01340,Jardin des Plantes,nominato_terrestre,L01342,rettilario,generico_terrestre,L01341,,,
S198,Parigi,nominato_terrestre,L01340,Jardin des Plantes,nominato_terrestre,L01342,,,,,,
S199,no ambientazione,no_ambientazione,L01343,,,,,,,,,
S200,vie,generico_terrestre,L01344,,,,,,,,,
S201,mare,generico_terrestre,L01345,,,,,,,,,
S202,città,generico_terrestre,L01348,clinica,generico_terrestre,L01346,,,,,,
S202,città,generico_terrestre,L01348,vie,generico_terrestre,L01347,,,,,,
S202,città,generico_terrestre,L01348,,,,,,,,,
S203,esterno,generico_non_terrestre,L01349,,,,,,,,,
S203,interno,generico_non_terrestre,L01350,,,,,,,,,
S203,stanza,generico_terrestre,L01351,,,,,,,,,
S203,mare,generico_terrestre,L01352,,,,,,,,,
S203,piattaforma,generico_terrestre,L01353,,,,,,,,,
S203,spiaggia,generico_terrestre,L01354,,,,,,,,,
S203,caffè,generico_terrestre,L01355,,,,,,,,,
S204,città,generico_terrestre,L01358,palazzo,generico_terrestre,L01357,sala del trono,generico_terrestre,L01356,,,
S204,città,generico_terrestre,L01358,palazzo,generico_terrestre,L01357,,,,,,
S204,città,generico_terrestre,L01358,,,,,,,,,
S204,campagna,generico_terrestre,L01359,,,,,,,,,
S204,campagna,generico_terrestre,L01359,grotta,generico_terrestre,L01360,,,,,,
S205,universo,generico_non_terrestre,L01361,,,,,,,,,
S206,galassia,generico_non_terrestre,L01362,,,,,,,,,
S206,buco (nero),generico_non_terrestre,L01363,,,,,,,,,
